fips,community,jurisdiction,oc_city,oc_municipality,oc_town,oc_suburb,oc_village,oc_neighbourhood
17031140302,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140301,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140702,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140602,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140701,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140601,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140100,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140200,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,NA
17031140400,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,Mayfair
17031140500,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,Mayfair
17031140800,Albany Park,Chicago,Chicago,Jefferson Township,NA,Albany Park,NA,Ravenswood Manor
17031823302,Alsip,Suburban Cook County,NA,Worth Township,Alsip,NA,NA,NA
17031823303,Alsip,Suburban Cook County,NA,Worth Township,Alsip,NA,NA,NA
17031823400,Alsip,Suburban Cook County,NA,Worth Township,Alsip,NA,NA,NA
17031823200,Alsip,Suburban Cook County,NA,Worth Township,Alsip,NA,NA,NA
17031570100,Archer Heights,Chicago,Chicago,Lake Township,NA,Archer Heights,NA,NA
17031570200,Archer Heights,Chicago,Chicago,Lake Township,NA,Archer Heights,NA,NA
17031570300,Archer Heights,Chicago,Chicago,Lake Township,NA,Archer Heights,NA,NA
17031570400,Archer Heights,Chicago,Chicago,Lake Township,NA,Archer Heights,NA,NA
17031570500,Archer Heights,Chicago,Chicago,Lake Township,NA,Archer Heights,NA,NA
17031802900,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031805106,Arlington Heights,Suburban Cook County,NA,Elk Grove Township,Arlington Heights,NA,NA,NA
17031805107,Arlington Heights,Suburban Cook County,NA,Elk Grove Township,Arlington Heights,NA,NA,NA
17031803008,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031805110,Arlington Heights,Suburban Cook County,NA,Elk Grove Township,Arlington Heights,NA,NA,NA
17031803015,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803612,Arlington Heights,Suburban Cook County,NA,Palatine Township,NA,NA,NA,NA
17031803012,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031805109,Arlington Heights,Suburban Cook County,NA,Elk Grove Township,Arlington Heights,NA,NA,NA
17031803016,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803400,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,Scarsdale
17031803500,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031802801,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803005,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803007,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803901,Arlington Heights,Suburban Cook County,NA,Palatine Township,Arlington Heights,NA,NA,NA
17031803100,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803017,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803200,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,NA
17031803300,Arlington Heights,Suburban Cook County,NA,Wheeling Township,Arlington Heights,NA,NA,Scarsdale
17031841100,Armour Square,Chicago,Chicago,NA,NA,Armour Square,NA,South Branch Addition
17031340400,Armour Square,Chicago,Chicago,NA,NA,Armour Square,NA,Chinatown
17031340300,Armour Square,Chicago,Chicago,NA,NA,Armour Square,NA,NA
17031340500,Armour Square,Chicago,Chicago,NA,NA,Armour Square,NA,NA
17031340600,Armour Square,Chicago,Chicago,NA,NA,Armour Square,NA,NA
17031700301,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,NA
17031700401,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,Clarkdale
17031700302,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,Clarkdale
17031700501,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,NA
17031700502,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,NA
17031700402,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,Mitchells Subdivision
17031700100,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,Forest Hill
17031700200,Ashburn,Chicago,Chicago,Lake Township,NA,Ashburn,NA,NA
17031710700,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,South Englewood
17031710900,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,Chester Highlands
17031711000,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,NA
17031711100,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,Brainerd
17031711200,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,South Englewood
17031711500,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,NA
17031711300,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,NA
17031711400,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,Brainerd
17031710100,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,Chester Highlands
17031710200,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,New Auburn
17031710400,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,NA
17031710500,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,NA
17031710600,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,South Englewood
17031710800,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,New Auburn
17031710300,Auburn Gresham,Chicago,Chicago,Lake Township,NA,Auburn Gresham,NA,New Auburn
17031842400,Auburn Park,Chicago,Chicago,Lake Township,NA,NA,NA,Auburn Park
17031691200,Auburn Park,Chicago,Chicago,Lake Township,NA,NA,NA,Auburn Park
17031251400,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031252102,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031252202,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031252101,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031831300,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031831400,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031251500,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031251600,Austin,Chicago,Chicago,NA,NA,Austin,NA,Moreland
17031251700,Austin,Chicago,Chicago,NA,NA,Austin,NA,Moreland
17031251800,Austin,Chicago,Chicago,NA,NA,Austin,NA,Moreland
17031251900,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031252000,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031252201,Austin,Chicago,Chicago,NA,NA,Austin,NA,Mandell
17031250200,Austin,Chicago,Chicago,Jefferson Township,NA,Austin,NA,Whiskey Point
17031250300,Austin,Chicago,Chicago,Jefferson Township,NA,Austin,NA,Whiskey Point
17031250400,Austin,Chicago,Chicago,Jefferson Township,NA,Austin,NA,NA
17031250500,Austin,Chicago,Chicago,Jefferson Township,NA,Austin,NA,NA
17031250600,Austin,Chicago,Chicago,Jefferson Township,NA,Austin,NA,NA
17031250700,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031250800,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031251000,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031251100,Austin,Chicago,Chicago,NA,NA,Austin,NA,Moreland
17031251200,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031251300,Austin,Chicago,Chicago,NA,NA,Austin,NA,NA
17031450300,Avalon Park,Chicago,Chicago,Hyde Park Township,NA,Avalon Park,NA,NA
17031834300,Avalon Park,Chicago,Chicago,Hyde Park Township,NA,Avalon Park,NA,Pierces Park
17031210602,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031210601,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031210501,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031210502,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031210100,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031210400,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031210700,Avondale,Chicago,Chicago,NA,NA,Avondale,NA,NA
17031210800,Avondale,Chicago,Chicago,NA,NA,Avondale,NA,NA
17031210900,Avondale,Chicago,Chicago,NA,NA,Avondale,NA,NA
17031831100,Avondale,Chicago,Chicago,Jefferson Township,NA,Avondale,NA,NA
17031803616,Barrington,Suburban Cook County,NA,Palatine Township,Barrington,NA,NA,NA
17031804201,Barrington Hills,Suburban Cook County,NA,Barrington Township,NA,NA,NA,Barrington Center
17031804204,Barrington Hills,Suburban Cook County,NA,Barrington Township,NA,NA,NA,NA
17031804505,Bartlett,Suburban Cook County,NA,Hanover Township,Bartlett,NA,NA,NA
17031804507,Bartlett,Suburban Cook County,NA,Hanover Township,Bartlett,NA,NA,Spring Lake Mobile Home Park
17031804506,Bartlett,Suburban Cook County,NA,Hanover Township,Bartlett,NA,NA,NA
17031804514,Bartlett,Suburban Cook County,NA,Hanover Township,Bartlett,NA,NA,Spring Lake Mobile Home Park
17031804513,Bartlett,Suburban Cook County,NA,Hanover Township,Bartlett,NA,NA,NA
17031820501,Bedford Park,Suburban Cook County,NA,Lyons Township,NA,NA,Bedford Park,NA
17031820901,Bedford Park,Stickney,NA,Stickney Township,NA,NA,Bedford Park,NA
17031816900,Bellwood,Suburban Cook County,NA,Proviso Township,Bellwood,NA,NA,NA
17031817000,Bellwood,Suburban Cook County,NA,Proviso Township,Bellwood,NA,NA,NA
17031817101,Bellwood,Suburban Cook County,NA,Proviso Township,Bellwood,NA,NA,NA
17031817102,Bellwood,Suburban Cook County,NA,Proviso Township,Bellwood,NA,NA,NA
17031190402,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031190602,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031190401,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031190702,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031191302,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031190601,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031191301,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031191000,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,NA,NA,Belmont Cragin
17031171100,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Schorsch
17031190300,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031191200,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Whiskey Point
17031190701,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031831500,Belmont Cragin,Chicago,Chicago,Jefferson Township,NA,Belmont Cragin,NA,Belmont Cragin
17031190100,Belmont Park,Chicago,Chicago,Jefferson Township,NA,NA,NA,Belmont Park
17031190200,Belmont Park,Chicago,Chicago,Jefferson Township,NA,NA,NA,Belmont Park
17031190800,Belmont Park,Chicago,Chicago,Jefferson Township,NA,NA,NA,Belmont Park
17031191100,Belmont Park,Chicago,Chicago,Jefferson Township,NA,NA,NA,Belmont Park
17031816800,Berkeley,Suburban Cook County,NA,Proviso Township,NA,NA,Berkeley,NA
17031814700,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031814600,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031814800,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031814900,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031815000,Berwyn,Suburban Cook County,NA,Proviso Township,Berwyn,NA,NA,NA
17031815100,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031815200,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031815300,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031815400,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031815500,Berwyn,Suburban Cook County,NA,NA,Berwyn,NA,NA,NA
17031720100,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031720200,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031720300,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031720400,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031720500,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031720600,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031720700,Beverly,Chicago,Chicago,Lake Township,NA,Beverly,NA,NA
17031821300,Blue Island,Suburban Cook County,NA,Calumet Township,Blue Island,NA,NA,NA
17031823500,Blue Island,Suburban Cook County,NA,Worth Township,Blue Island,NA,NA,NA
17031821200,Blue Island,Suburban Cook County,NA,Calumet Township,Blue Island,NA,NA,NA
17031824503,Bremen Township,Suburban Cook County,NA,Bremen Township,NA,NA,NA,NA
17031600600,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,Locks
17031840200,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031840100,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031840000,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031600700,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,Locks
17031600900,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031600400,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031839900,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031839700,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031839800,Bridgeport,Chicago,Chicago,NA,NA,Bridgeport,NA,NA
17031822900,Bridgeview,Suburban Cook County,NA,Worth Township,Bridgeview,NA,NA,NA
17031820502,Bridgeview,Suburban Cook County,NA,Lyons Township,Bridgeview,NA,NA,NA
17031842800,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,NA
17031580501,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,Corwith
17031580502,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,NA
17031580800,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,NA
17031580100,Brighton Park,Chicago,Chicago,NA,NA,Brighton Park,NA,Ducktown
17031580200,Brighton Park,Chicago,Chicago,NA,NA,Brighton Park,NA,Corwith
17031580300,Brighton Park,Chicago,Chicago,NA,NA,Brighton Park,NA,Corwith
17031580400,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,NA
17031580600,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,South Brighton
17031580700,Brighton Park,Chicago,Chicago,Lake Township,NA,Brighton Park,NA,South Brighton
17031817900,Broadview,Suburban Cook County,NA,Proviso Township,NA,NA,Broadview,NA
17031818000,Broadview,Suburban Cook County,NA,Proviso Township,NA,NA,Broadview,NA
17031819300,Brookfield,Suburban Cook County,NA,Lyons Township,Brookfield,NA,NA,NA
17031819400,Brookfield,Suburban Cook County,NA,Lyons Township,Brookfield,NA,NA,NA
17031815800,Brookfield,Suburban Cook County,NA,Riverside Township,Brookfield,NA,NA,East Grossdale
17031818700,Brookfield,Suburban Cook County,NA,Proviso Township,Brookfield,NA,NA,NA
17031818800,Brookfield,Suburban Cook County,NA,Proviso Township,Brookfield,NA,NA,NA
17031802503,Buffalo Grove,Suburban Cook County,NA,Wheeling Township,Buffalo Grove,NA,Buffalo Grove,NA
17031802504,Buffalo Grove,Suburban Cook County,NA,Wheeling Township,Buffalo Grove,NA,NA,NA
17031803010,Buffalo Grove,Suburban Cook County,NA,Wheeling Township,Buffalo Grove,NA,Buffalo Grove,NA
17031803013,Buffalo Grove,Suburban Cook County,NA,Wheeling Township,Buffalo Grove,NA,Buffalo Grove,NA
17031802403,Buffalo Grove,Suburban Cook County,NA,Wheeling Township,Buffalo Grove,NA,NA,NA
17031802404,Buffalo Grove,Suburban Cook County,NA,Wheeling Township,Buffalo Grove,NA,NA,NA
17031820902,Burbank,Stickney,NA,Stickney Township,Burbank,NA,NA,NA
17031821001,Burbank,Stickney,NA,Stickney Township,Burbank,NA,NA,NA
17031821101,Burbank,Stickney,NA,Stickney Township,Burbank,NA,NA,NA
17031821102,Burbank,Stickney,NA,Stickney Township,Burbank,NA,NA,NA
17031821002,Burbank,Stickney,NA,Stickney Township,Burbank,NA,NA,NA
17031825700,Burnham,Suburban Cook County,NA,Thornton Township,NA,NA,Burnham,NA
17031470100,Burnside,Chicago,Chicago,Hyde Park Township,NA,Burnside,NA,NA
17031820201,Burr Ridge,Suburban Cook County,NA,Lyons Township,NA,NA,Burr Ridge,NA
17031820203,Burr Ridge,Suburban Cook County,NA,Lyons Township,NA,NA,Burr Ridge,NA
17031826202,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031826201,Calumet City,Suburban Cook County,NA,Thornton Township,NA,NA,NA,NA
17031825801,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031825802,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031825803,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031825900,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031826000,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031826100,Calumet City,Suburban Cook County,NA,Thornton Township,Calumet City,NA,NA,NA
17031480100,Calumet Heights,Chicago,Chicago,Hyde Park Township,NA,Calumet Heights,NA,NA
17031480200,Calumet Heights,Chicago,Chicago,Hyde Park Township,NA,Calumet Heights,NA,NA
17031480300,Calumet Heights,Chicago,Chicago,Hyde Park Township,NA,Calumet Heights,NA,Stony Island Heights
17031480400,Calumet Heights,Chicago,Chicago,Hyde Park Township,NA,Calumet Heights,NA,Stony Island Heights
17031480500,Calumet Heights,Chicago,Chicago,Hyde Park Township,NA,Calumet Heights,NA,South Chicago Heights
17031821401,Calumet Park,Suburban Cook County,NA,Calumet Township,NA,NA,Calumet Park,NA
17031821402,Calumet Park,Suburban Cook County,NA,Calumet Township,NA,NA,Calumet Park,NA
17031490300,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Garden Homes
17031440600,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Garden Homes
17031440900,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031440700,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031440800,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031440201,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031440101,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Avalon Highlands
17031440102,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Avalon Highlands
17031440202,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031440300,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Chatham
17031691400,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031690900,Chatham,Chicago,Chicago,Hyde Park Township,NA,Chatham,NA,Dauphin Park
17031829000,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,NA
17031829200,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,Indian Hill
17031829301,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,NA
17031829302,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,NA
17031829401,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,NA
17031828900,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,NA
17031828802,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,NA
17031829100,Chicago Heights,Suburban Cook County,NA,Bloom Township,Chicago Heights,NA,NA,Indian Hill
17031660400,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660500,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660600,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660700,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660800,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660900,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031661000,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031661100,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660302,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031660301,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031835000,Chicago Lawn,Chicago,Chicago,Lake Township,NA,Chicago Lawn,NA,NA
17031823002,Chicago Ridge,Suburban Cook County,NA,Worth Township,Chicago Ridge,NA,NA,NA
17031823001,Chicago Ridge,Suburban Cook County,NA,Worth Township,Chicago Ridge,NA,NA,NA
17031813400,Cicero,Suburban Cook County,NA,NA,Cicero,Austin,NA,NA
17031813802,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031813701,Cicero,Suburban Cook County,NA,NA,Cicero,Austin,NA,NA
17031813500,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031813600,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031813900,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031814000,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031814100,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031814200,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031814300,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031814400,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031814500,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031813302,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031813702,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031813301,Cicero,Suburban Cook County,NA,NA,Cicero,Austin,NA,NA
17031813801,Cicero,Suburban Cook County,NA,NA,Cicero,NA,NA,NA
17031640100,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031640300,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031640400,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031640500,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031640600,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031640700,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031640800,Clearing,Chicago,Chicago,Lake Township,NA,Clearing,NA,NA
17031829902,Country Club Hills,Suburban Cook County,NA,Rich Township,Country Club Hills,NA,NA,Tierra Grande
17031825505,Country Club Hills,Suburban Cook County,NA,Bremen Township,Country Club Hills,NA,NA,NA
17031825501,Country Club Hills,Suburban Cook County,NA,Bremen Township,Country Club Hills,NA,NA,NA
17031829903,Country Club Hills,Suburban Cook County,NA,Rich Township,Country Club Hills,NA,NA,Marycrest Catle Dargan
17031820103,Countryside,Suburban Cook County,Countryside,Lyons Township,NA,NA,NA,NA
17031820104,Countryside,Suburban Cook County,Countryside,Lyons Township,NA,NA,NA,NA
17031823602,Crestwood,Suburban Cook County,NA,Worth Township,Crestwood,NA,NA,NA
17031824400,Crestwood,Suburban Cook County,NA,Bremen Township,Crestwood,NA,NA,NA
17031806600,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806502,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806001,Des Plaines,Suburban Cook County,NA,Maine Township,NA,NA,NA,NA
17031806300,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806400,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806501,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031802702,Des Plaines,Suburban Cook County,NA,Wheeling Township,Des Plaines,NA,NA,NA
17031804902,Des Plaines,Suburban Cook County,NA,Elk Grove Township,Des Plaines,NA,NA,NA
17031805112,Des Plaines,Suburban Cook County,NA,Elk Grove Township,Des Plaines,NA,NA,NA
17031770601,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806103,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806202,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806102,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806002,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031805901,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031770602,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806104,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031806201,Des Plaines,Suburban Cook County,NA,Maine Township,Des Plaines,NA,NA,NA
17031826800,Dixmoor,Suburban Cook County,NA,Thornton Township,NA,NA,Dixmoor,NA
17031826500,Dolton,Suburban Cook County,NA,Thornton Township,Dolton,NA,NA,NA
17031826301,Dolton,Suburban Cook County,NA,Thornton Township,Dolton,NA,NA,NA
17031826303,Dolton,Suburban Cook County,NA,Thornton Township,Dolton,NA,NA,Greenwood
17031826304,Dolton,Suburban Cook County,NA,Thornton Township,Dolton,NA,NA,Greenwood
17031826402,Dolton,Suburban Cook County,NA,Thornton Township,Dolton,NA,NA,Berger
17031826401,Dolton,Suburban Cook County,NA,Thornton Township,Dolton,NA,NA,NA
17031839200,Douglas,Chicago,Chicago,NA,NA,Douglas,NA,South Commons
